Post Date,Due Date,Encoded Name,Invoice #,Charge Category,Charge Detail,Program,Program Schedule,Billing Term,Original Charge,Discount 1,Discount 2,Discount 3,Discount 4,Discount Amount,Original Charge Amount,Adjustment Amount,Current Charge Amount,Encoded Name
9/21/2023,10/1/2023,MB500,65361304,Tuition,,Infant,FD,Monthly,"$1,400.00 ",,,,, $-   ,"$1,400.00 ", $-   ,"$1,400.00 ",MB500
9/21/2023,10/1/2023,MA314,65770194,Tuition,,Elementary,FD,Monthly,"$1,155.00 ",Old Price Discount, Old Price Discount,,,($155.00),"$1,000.00 ", $-   ,"$1,000.00 ",MA314
9/21/2023,10/1/2023,MA985,72453749,Tuition,,Toddler,FD,Monthly,"$1,155.00 ",Old Price Discount, Healthcare Worker,,,($110.00),"$1,045.00 ", $-   ,"$1,045.00 ",MA985
9/21/2023,10/1/2023,MV832,74518588,Tuition,,Primary,FD,Monthly,"$1,050.00 ",Friends & Family,,,,($170.00),$880.00 , $-   ,$880.00 ,MV832
9/21/2023,10/1/2023,MT215,65364694,Tuition,,Toddler,FD,Monthly,"$1,155.00 ",,,,, $-   ,"$1,155.00 ", $-   ,"$1,155.00 ",MT215
9/21/2023,10/1/2023,MR369,69702048,Tuition,,Primary,5SD,Monthly,"$1,000.00 ",Old Price Discount,,,,($50.00),$950.00 , $-   ,$950.00 ,MR369
9/21/2023,10/1/2023,NK751,65369258,Tuition,,Primary,5SD,Monthly,"$1,000.00 ",Friends & Family,,,,($120.00),$880.00 , $-   ,$880.00 ,NK751
9/21/2023,10/1/2023,NA429,76520465,Tuition,,Primary,FD,Monthly,"$1,050.00 ",Employee discount,,,,"($1,050.00)", $-   , $-   , $-   ,NA429
9/21/2023,10/1/2023,NA166,65770261,Tuition,,Elementary,5SD,Monthly,"$1,102.50 ",,,,, $-   ,"$1,102.50 ", $-   ,"$1,102.50 ",NA166
9/21/2023,10/1/2023,NN583,65369278,Tuition,,Primary,5SD,Monthly,"$1,000.00 ",Old Price Discount,,,,($50.00),$950.00 , $-   ,$950.00 ,NN583
9/21/2023,10/1/2023,NA786,286678,Tuition,,Infant,FD,Monthly,"$1,400.00 ",,,,,($872.00),$528.00 ,($528.00), $-   ,NA786
9/21/2023,10/1/2023,NG856,65366853,Tuition,,Toddler,5HD,Monthly,"$1,050.00 ",Old Price Discount,,,,($50.00),"$1,000.00 ", $-   ,"$1,000.00 ",NG856
9/21/2023,10/1/2023,NH274,66758981,Tuition,CCA,Elementary,FD,Monthly,$384.00 ,,,,,($211.00),$173.00 , $-   ,$173.00 ,NH274
9/21/2023,10/1/2023,OM863,69702615,Tuition,,Primary,FD,Monthly,"$1,050.00 ",Old Price Discount,,,,($50.00),"$1,000.00 ", $-   ,"$1,000.00 ",OM863
9/21/2023,10/1/2023,PG138,65369501,Tuition,,Primary,FD,Monthly,"$1,050.00 ",,,,, $-   ,"$1,050.00 ", $-   ,"$1,050.00 ",PG138
9/21/2023,10/1/2023,PB959,65358658,Tuition,,Infant,FD,Monthly,"$1,400.00 ",,,,, $-   ,"$1,400.00 ", $-   ,"$1,400.00 ",PB959
9/21/2023,10/1/2023,RM321,65358673,Tuition,,Infant,FD,Monthly,"$1,400.00 ",,,,, $-   ,"$1,400.00 ", $-   ,"$1,400.00 ",RM321
9/21/2023,10/1/2023,RE896,69699736,Tuition,CCA,Primary,FD,Monthly,$400.00 ,,,,,($400.00), $-   , $-   , $-   ,RE896
9/21/2023,10/1/2023,RK773,66757446,Tuition,,Elementary,FD,Monthly,"$1,155.00 ",Employee discount,,,,"($1,155.00)", $-   , $-   , $-   ,RK773
9/21/2023,10/1/2023,RM957,86886737,Tuition,CCA,Elementary,FD,Monthly,$384.00 ,,,,,($384.00), $-   , $-   , $-   ,RM957
9/21/2023,10/1/2023,RE750,66758271,Tuition,CCA,Infant,FD,Monthly,$478.00 ,,,,, $-   ,$478.00 , $-   ,$478.00 ,RE750
9/21/2023,10/1/2023,RB437,65369505,Tuition,,Primary,FD,Monthly,"$1,050.00 ",,,,, $-   ,"$1,050.00 ", $-   ,"$1,050.00 ",RB437
9/21/2023,10/1/2023,RV308,65358649,Tuition,,Infant,FD,Monthly,"$1,400.00 ",Old Price Discount,,,,($245.00),"$1,155.00 ", $-   ,"$1,155.00 ",RV308
9/21/2023,10/1/2023,RH251,65364714,Tuition,,Toddler,FD,Monthly,"$1,155.00 ",Old Price Discount, Healthcare Worker, Military Discount,,($162.25),$992.75 , $-   ,$992.75 ,RH251
9/21/2023,10/1/2023,RA133,66759064,Tuition,CCA,Elementary,FD,Monthly,$315.70 ,,,,,($315.70), $-   , $-   , $-   ,RA133
9/21/2023,10/1/2023,RR665,65774260,Tuition,,Toddler,FD,Monthly,"$1,155.00 ",Healthcare Worker, Corporate Discount,,,($112.61),"$1,042.39 ", $-   ,"$1,042.39 ",RR665
9/21/2023,10/1/2023,SR468,76519897,Tuition,,Toddler,FD,Monthly,"$1,155.00 ",Healthcare Worker,,,,($57.75),"$1,097.25 ", $-   ,"$1,097.25 ",SR468
9/21/2023,10/1/2023,SP954,65364706,Tuition,,Toddler,FD,Monthly,"$1,155.00 ",,,,, $-   ,"$1,155.00 ", $-   ,"$1,155.00 ",SP954
9/21/2023,10/1/2023,SK411,69697677,Tuition,,Infant,FD,Monthly,"$1,400.00 ",Old Price Discount, Old Price Discount, Healthcare Worker,,($355.00),"$1,045.00 ", $-   ,"$1,045.00 ",SK411
9/21/2023,10/1/2023,SE659,65369262,Tuition,,Primary,5SD,Monthly,"$1,000.00 ",Healthcare Worker,,,,($50.00),$950.00 , $-   ,$950.00 ,SE659
9/21/2023,10/1/2023,SS385,65369529,Tuition,,Primary,FD,Monthly,"$1,050.00 ",Old Price Discount, Friends & Family, Sibling / family discount,,($147.50),$902.50 , $-   ,$902.50 ,SS385
9/21/2023,10/1/2023,SR805,65369561,Tuition,,Primary,FD,Monthly,"$1,050.00 ",Healthcare Worker, Corporate Discount,,,($102.37),$947.63 , $-   ,$947.63 ,SR805
9/21/2023,10/1/2023,SW414,66757523,Tuition,,Elementary,FD,Monthly,"$1,155.00 ",,,,, $-   ,"$1,155.00 ", $-   ,"$1,155.00 ",SW414
9/21/2023,10/1/2023,SW989,65369581,Tuition,,Primary,FD,Monthly,"$1,050.00 ",Sibling / family discount,,,,($52.50),$997.50 , $-   ,$997.50 ,SW989
9/21/2023,10/1/2023,SN870,65361308,Tuition,,Infant,FD,Monthly,"$1,400.00 ",Healthcare Worker,,,,($70.00),"$1,330.00 ", $-   ,"$1,330.00 ",SN870
9/21/2023,10/1/2023,SJ111,65363157,Tuition,,Toddler,FD,Monthly,"$1,155.00 ",Old Price Discount, Healthcare Worker,,,($110.00),"$1,045.00 ", $-   ,"$1,045.00 ",SJ111
9/21/2023,10/1/2023,SW833,65364726,Tuition,,Toddler,FD,Monthly,"$1,155.00 ",Old Price Discount,,,,($55.00),"$1,100.00 ", $-   ,"$1,100.00 ",SW833
9/21/2023,10/1/2023,SS200,69701982,Tuition,,Primary,FD,Monthly,"$1,050.00 ",Old Price Discount, Healthcare Worker,,,($100.00),$950.00 , $-   ,$950.00 ,SS200
9/21/2023,10/1/2023,SJ262,65773683,Tuition,,Infant,FD,Monthly,"$1,400.00 ",,,,, $-   ,"$1,400.00 ", $-   ,"$1,400.00 ",SJ262
9/21/2023,10/1/2023,SM414,76513999,Tuition,CCA,Primary,FD,Monthly,$400.00 ,,,,,($195.00),$205.00 , $-   ,$205.00 ,SM414
9/21/2023,10/1/2023,SJ280,65369533,Tuition,,Primary,FD,Monthly,"$1,050.00 ",Old Price Discount,,,,($50.00),"$1,000.00 ", $-   ,"$1,000.00 ",SJ280
9/21/2023,10/1/2023,TA230,66757561,Tuition,,Elementary,5SD,Monthly,"$1,102.50 ",Employee discount,,,,"($1,102.50)", $-   , $-   , $-   ,TA230
9/21/2023,10/1/2023,TK549,67193583,Tuition,,Primary,5SD,Monthly,"$1,000.00 ",Healthcare Worker,,,,($50.00),$950.00 , $-   ,$950.00 ,TK549
9/26/2023,10/1/2023,TL619,54634178,Tuition,,Infant,FD,Monthly,"$1,400.00 ",,,,,"($1,195.00)",$205.00 , $-   ,$205.00 ,TL619
9/21/2023,10/1/2023,UO109,66758676,Tuition,CCA,Toddler,FD,Monthly,$424.00 ,,,,,($138.00),$286.00 , $-   ,$286.00 ,UO109
9/21/2023,10/1/2023,VA179,93850017,Tuition,CCA,Elementary,FD,Monthly,$384.00 ,,,,,($243.00),$141.00 , $-   ,$141.00 ,VA179
9/21/2023,10/1/2023,VB388,65369557,Tuition,,Primary,FD,Monthly,"$1,050.00 ",Sibling / family discount,,,,($52.50),$997.50 , $-   ,$997.50 ,VB388
9/27/2023,10/1/2023,WS726,5172731,Tuition,,Primary,FD,Monthly,"$1,050.00 ",,,,, $-   ,"$1,050.00 ",($845.00),$205.00 ,WS726
9/21/2023,10/1/2023,WM146,76519620,Tuition,,Toddler,FD,Monthly,"$1,155.00 ",Military Discount,,,,($57.75),"$1,097.25 ","($1,097.25)", $-   ,WM146
9/21/2023,10/1/2023,YN410,65770274,Tuition,,Elementary,5SD,Monthly,"$1,102.50 ",,,,, $-   ,"$1,102.50 ","($1,102.50)", $-   ,YN410
9/21/2023,10/1/2023,YS128,65369541,Tuition,,Primary,FD,Monthly,"$1,050.00 ",,,,, $-   ,"$1,050.00 ", $-   ,"$1,050.00 ",YS128
9/21/2023,10/1/2023,YM999,72451444,Tuition,,Primary,5HD,Monthly,$950.00 ,Teacher Discount,,,,($237.50),$712.50 , $-   ,$712.50 ,YM999
9/21/2023,10/1/2023,YN891,71809756,Tuition,,Primary,FD,Monthly,"$1,050.00 ",Healthcare Worker,,,,($52.50),$997.50 , $-   ,$997.50 ,YN891
9/21/2023,10/1/2023,YS461,65369545,Tuition,,Primary,FD,Monthly,"$1,050.00 ",Old Price Discount, Sibling / family discount,,,($100.00),$950.00 , $-   ,$950.00 ,YS461
9/21/2023,10/1/2023,ZI474,75845451,Tuition,,Primary,3SD,Monthly,$950.00 ,,,,, $-   ,$950.00 , $-   ,$950.00 ,ZI474
9/21/2023,10/1/2023,ZZ428,66758895,Tuition,CCA,Primary,FD,Monthly,$400.00 ,,,,,($400.00), $-   , $-   , $-   ,ZZ428
9/21/2023,10/1/2023,ZJ591,76519439,Tuition,,Toddler,FD,Monthly,"$1,155.00 ",,,,, $-   ,"$1,155.00 ", $-   ,"$1,155.00 ",ZJ591
9/21/2023,10/1/2023,ZR267,65770266,Tuition,,Elementary,5SD,Monthly,"$1,102.50 ",Old Price Discount, Old Price Discount, Sibling / family discount,,($200.00),$902.50 , $-   ,$902.50 ,ZR267
9/21/2023,10/1/2023,ZJ754,69700310,Tuition,,Primary,5SD,Monthly,"$1,000.00 ",Old Price Discount,,,,($50.00),$950.00 , $-   ,$950.00 ,ZJ754
9/21/2023,10/1/2023,ZU852,65364698,Tuition,,Toddler,FD,Monthly,"$1,155.00 ",Old Price Discount,,,,($55.00),"$1,100.00 ", $-   ,"$1,100.00 ",ZU852
9/21/2023,10/1/2023,ZT667,70111307,Tuition,,Primary,FD,Monthly,"$1,050.00 ",Healthcare Worker,,,,($52.50),$997.50 ,($997.50), $-   ,ZT667
10/2/2023,10/2/2023,AE928,6798300,Tuition,CCA,Elementary,FD,Monthly,$315.70 ,,,,, $-   ,$315.70 , $-   ,$315.70 ,AE928
10/2/2023,10/2/2023,AC894,6798085,Tuition,CCA,Toddler,FD,Monthly,$424.00 ,,,,,($136.19),$287.81 , $-   ,$287.81 ,AC894
10/2/2023,10/2/2023,CT560,6798203,Tuition,CCA,Primary,FD,Monthly,$400.00 ,,,,, $-   ,$400.00 , $-   ,$400.00 ,CT560
10/2/2023,10/2/2023,CM826,6797086,Tuition,CCA,Toddler,FD,Monthly,$424.00 ,,,,,($67.15),$356.85 , $-   ,$356.85 ,CM826
10/2/2023,10/2/2023,JF474,6797862,Tuition,CCA,Primary,FD,Monthly,$400.00 ,,,,,($110.95),$289.05 , $-   ,$289.05 ,JF474
10/2/2023,10/2/2023,NA786,6796914,Tuition,CCA,Infant,FD,Monthly,$448.00 ,,,,,($236.76),$211.24 ,($211.24), $-   ,NA786
10/2/2023,10/2/2023,RE750,6798610,Tuition,CCA,Infant,FD,Monthly,$448.00 ,,,,,($227.62),$220.38 , $-   ,$220.38 ,RE750
10/2/2023,10/2/2023,SM414,6797921,Tuition,CCA,Primary,FD,Monthly,$400.00 ,,,,,($97.62),$302.38 , $-   ,$302.38 ,SM414
10/2/2023,10/2/2023,TL619,6797761,Tuition,CCA,Toddler,FD,Monthly,$424.00 ,,,,,($97.62),$326.38 , $-   ,$326.38 ,TL619
10/2/2023,10/2/2023,UO109,6796983,Tuition,CCA,Toddler,FD,Monthly,$424.00 ,,,,,($136.19),$287.81 , $-   ,$287.81 ,UO109
10/8/2023,10/13/2023,AE928,77953181,Tuition,CCA,Elementary,FD,Monthly,$384.00 ,,,,, $-   ,$384.00 ,($68.30),$315.70 ,AE928
10/11/2023,10/13/2023,AB434,75507986,Tuition,CCA,Infant,FD,Monthly,$448.00 ,,,,, $-   ,$448.00 , $-   ,$448.00 ,AB434
10/11/2023,10/13/2023,AJ701,75507972,Tuition,CCA,Primary,FD,Monthly,$400.00 ,,,,, $-   ,$400.00 , $-   ,$400.00 ,AJ701
10/8/2023,10/13/2023,AH405,94696517,Tuition,CCA,Toddler,FD,Monthly,$424.00 ,,,,, $-   ,$424.00 ,($424.00), $-   ,AH405
10/8/2023,10/13/2023,AC894,75045754,Tuition,CCA,Toddler,FD,Monthly,$424.00 ,,,,,($143.00),$281.00 ,($281.00), $-   ,AC894
10/11/2023,10/13/2023,CJ431,75507806,Tuition,CCA,Infant,FD,Monthly,$448.00 ,,,,,($11.00),$437.00 ,($437.00), $-   ,CJ431
10/8/2023,10/13/2023,CM826,75045198,Tuition,CCA,Toddler,FD,Monthly,$424.00 ,,,,,($71.50),$352.50 ,($352.50), $-   ,CM826
10/11/2023,10/13/2023,ET995,75507797,Tuition,CCA,Elementary,FD,Monthly,$384.00 ,,,,, $-   ,$384.00 ,($68.30),$315.70 ,ET995
10/8/2023,10/13/2023,EH577,94696478,Tuition,CCA,Primary,FD,Monthly,$400.00 ,,,,,($232.50),$167.50 ,($167.50), $-   ,EH577
10/8/2023,10/13/2023,GA624,75051342,Tuition,CCA,Elementary,FD,Monthly,$384.00 ,,,,, $-   ,$384.00 ,($68.30),$315.70 ,GA624
10/11/2023,10/13/2023,HT997,75507975,Tuition,CCA,Toddler,FD,Monthly,$424.00 ,,,,, $-   ,$424.00 , $-   ,$424.00 ,HT997
10/11/2023,10/13/2023,HT169,75507185,Tuition,CCA,Infant,FD,Monthly,$448.00 ,,,,, $-   ,$448.00 , $-   ,$448.00 ,HT169
10/11/2023,10/13/2023,JF474,75507647,Tuition,CCA,Toddler,FD,Monthly,$424.00 ,,,,,($143.00),$281.00 ,($281.00), $-   ,JF474
10/11/2023,10/13/2023,LJ120,75507835,Tuition,CCA,Toddler,FD,Monthly,$424.00 ,,,,, $-   ,$424.00 , $-   ,$424.00 ,LJ120
10/8/2023,10/13/2023,NA786,75051303,Tuition,CCA,Infant,FD,Monthly,$448.00 ,,,,,($264.00),$184.00 ,($184.00), $-   ,NA786
10/8/2023,10/13/2023,NH274,75045382,Tuition,CCA,Elementary,FD,Monthly,$384.00 ,,,,,($55.50),$328.50 ,($95.18),$233.32 ,NH274
10/8/2023,10/13/2023,RE896,75060519,Tuition,CCA,Primary,FD,Monthly,$400.00 ,,,,, $-   ,$400.00 , $-   ,$400.00 ,RE896
10/8/2023,10/13/2023,RM957,77953346,Tuition,CCA,Elementary,FD,Monthly,$384.00 ,,,,, $-   ,$384.00 ,($68.30),$315.70 ,RM957
10/11/2023,10/13/2023,RE750,75507663,Tuition,CCA,Infant,FD,Monthly,$448.00 ,,,,,($239.00),$209.00 ,($209.00), $-   ,RE750
10/8/2023,10/13/2023,RA133,75051592,Tuition,CCA,Elementary,FD,Monthly,$384.00 ,,,,, $-   ,$384.00 ,($68.30),$315.70 ,RA133
10/8/2023,10/13/2023,SM414,76514343,Tuition,CCA,Primary,FD,Monthly,$400.00 ,,,,,($205.00),$195.00 ,($195.00), $-   ,SM414
10/8/2023,10/13/2023,TL619,89146854,Tuition,CCA,Toddler,FD,Monthly,$424.00 ,,,,,($102.50),$321.50 ,($321.50), $-   ,TL619
10/11/2023,10/13/2023,UO109,75507998,Tuition,CCA,Toddler,FD,Monthly,$424.00 ,,,,,($143.00),$281.00 ,($281.00), $-   ,UO109
10/8/2023,10/13/2023,VA179,75045765,Tuition,CCA,Elementary,FD,Monthly,$384.00 ,,,,,($70.50),$313.50 ,($55.42),$258.08 ,VA179
10/8/2023,10/13/2023,ZZ428,75060465,Tuition,CCA,Primary,FD,Monthly,$400.00 ,,,,, $-   ,$400.00 , $-   ,$400.00 ,ZZ428
10/23/2023,10/23/2023,AN931,10425273,Tuition,,Primary,,Monthly,$525.00 ,,,,, $-   ,$525.00 ,($26.25),$498.75 ,AN931
10/22/2023,10/27/2023,AE928,82013931,Tuition,CCA,Elementary,FD,Monthly,$384.00 ,,,,, $-   ,$384.00 ,($68.30),$315.70 ,AE928
10/25/2023,10/27/2023,AB434,84884699,Tuition,CCA,Infant,FD,Monthly,$448.00 ,,,,, $-   ,$448.00 , $-   ,$448.00 ,AB434
10/25/2023,10/27/2023,AJ701,84884724,Tuition,CCA,Primary,FD,Monthly,$400.00 ,,,,, $-   ,$400.00 , $-   ,$400.00 ,AJ701
10/22/2023,10/27/2023,AH405,94696518,Tuition,CCA,Toddler,FD,Monthly,$424.00 ,,,,, $-   ,$424.00 ,($424.00), $-   ,AH405
10/22/2023,10/27/2023,AC894,81988466,Tuition,CCA,Toddler,FD,Monthly,$424.00 ,,,,,($143.00),$281.00 ,($281.00), $-   ,AC894
10/25/2023,10/27/2023,CJ431,84884444,Tuition,CCA,Infant,FD,Monthly,$448.00 ,,,,,($11.00),$437.00 ,($437.00), $-   ,CJ431
10/22/2023,10/27/2023,CT560,5173442,Tuition,CCA,Primary,FD,Monthly,$400.00 ,,,,,($143.00),$257.00 ,($257.00), $-   ,CT560
10/22/2023,10/27/2023,CM826,81987876,Tuition,CCA,Toddler,FD,Monthly,$424.00 ,,,,,($71.50),$352.50 ,($352.50), $-   ,CM826
10/25/2023,10/27/2023,ET995,84884442,Tuition,CCA,Elementary,FD,Monthly,$384.00 ,,,,, $-   ,$384.00 ,($68.30),$315.70 ,ET995
10/22/2023,10/27/2023,EH577,94696479,Tuition,CCA,Primary,FD,Monthly,$400.00 ,,,,,($232.50),$167.50 ,($167.50), $-   ,EH577
10/22/2023,10/27/2023,GA624,81994113,Tuition,CCA,Elementary,FD,Monthly,$384.00 ,,,,, $-   ,$384.00 ,($68.30),$315.70 ,GA624
10/25/2023,10/27/2023,HT997,84884489,Tuition,CCA,Toddler,FD,Monthly,$424.00 ,,,,, $-   ,$424.00 , $-   ,$424.00 ,HT997
10/25/2023,10/27/2023,HT169,84883340,Tuition,CCA,Infant,FD,Monthly,$448.00 ,,,,, $-   ,$448.00 , $-   ,$448.00 ,HT169
10/25/2023,10/27/2023,JF474,84884230,Tuition,CCA,Toddler,FD,Monthly,$424.00 ,,,,,($143.00),$281.00 ,($281.00), $-   ,JF474
10/25/2023,10/27/2023,LJ120,84884573,Tuition,CCA,Toddler,FD,Monthly,$424.00 ,,,,, $-   ,$424.00 , $-   ,$424.00 ,LJ120
10/22/2023,10/27/2023,NA786,81994054,Tuition,CCA,Infant,FD,Monthly,$448.00 ,,,,,($264.00),$184.00 ,($184.00), $-   ,NA786
10/22/2023,10/27/2023,NH274,81988024,Tuition,CCA,Elementary,FD,Monthly,$384.00 ,,,,,($55.50),$328.50 ,($91.44),$237.06 ,NH274
10/22/2023,10/27/2023,RE896,82000487,Tuition,CCA,Primary,FD,Monthly,$400.00 ,,,,, $-   ,$400.00 , $-   ,$400.00 ,RE896
10/22/2023,10/27/2023,RM957,82010702,Tuition,CCA,Elementary,FD,Monthly,$384.00 ,,,,, $-   ,$384.00 ,($68.30),$315.70 ,RM957
10/25/2023,10/27/2023,RE750,84884254,Tuition,CCA,Infant,FD,Monthly,$448.00 ,,,,,($239.00),$209.00 ,($209.00), $-   ,RE750
10/22/2023,10/27/2023,RA133,81994545,Tuition,CCA,Elementary,FD,Monthly,$384.00 ,,,,, $-   ,$384.00 ,($68.30),$315.70 ,RA133
10/22/2023,10/27/2023,SM414,81982091,Tuition,CCA,Primary,FD,Monthly,$400.00 ,,,,,($205.00),$195.00 ,($195.00), $-   ,SM414
10/22/2023,10/27/2023,TL619,89146855,Tuition,CCA,Toddler,FD,Monthly,$424.00 ,,,,,($102.50),$321.50 ,($321.50), $-   ,TL619
10/25/2023,10/27/2023,UO109,84884749,Tuition,CCA,Toddler,FD,Monthly,$424.00 ,,,,,($143.00),$281.00 ,($281.00), $-   ,UO109
10/22/2023,10/27/2023,VA179,81988479,Tuition,CCA,Elementary,FD,Monthly,$384.00 ,,,,,($70.50),$313.50 ,($61.89),$251.61 ,VA179
10/22/2023,10/27/2023,WS726,5172979,Tuition,CCA,Primary,FD,Monthly,$400.00 ,,,,,($102.50),$297.50 ,($297.50), $-   ,WS726
10/22/2023,10/27/2023,ZZ428,82000427,Tuition,CCA,Primary,FD,Monthly,$400.00 ,,,,, $-   ,$400.00 , $-   ,$400.00 ,ZZ428
10/22/2023,11/1/2023,AJ157,65369275,Tuition,,Primary,5SD,Monthly,"$1,000.00 ",Old Price Discount, Sibling / family discount,,,($97.50),$902.50 , $-   ,$902.50 ,AJ157
10/22/2023,11/1/2023,AE928,86886669,Tuition,CCA,Elementary,FD,Monthly,$384.00 ,,,,,($384.00), $-   , $-   , $-   ,AE928
10/22/2023,11/1/2023,AI613,76513122,Tuition,,Primary,5SD,Monthly,"$1,000.00 ",,,,, $-   ,"$1,000.00 ", $-   ,"$1,000.00 ",AI613
10/22/2023,11/1/2023,AA828,65366629,Tuition,,Toddler,5SD,Monthly,"$1,100.00 ",,,,, $-   ,"$1,100.00 ", $-   ,"$1,100.00 ",AA828
10/22/2023,11/1/2023,AO557,69702177,Tuition,,Primary,5SD,Monthly,"$1,000.00 ",Old Price Discount,,,,($50.00),$950.00 , $-   ,$950.00 ,AO557
10/22/2023,11/1/2023,AB434,66758021,Tuition,CCA,Infant,FD,Monthly,$448.00 ,,,,,($448.00), $-   , $-   , $-   ,AB434
10/22/2023,11/1/2023,AK459,78471846,Tuition,,Toddler,5SD,Monthly,"$1,100.00 ",Friends & Family,,,,($110.00),$990.00 , $-   ,$990.00 ,AK459
10/22/2023,11/1/2023,AG289,66757443,Tuition,,Elementary,FD,Monthly,"$1,155.00 ",Employee discount,,,,"($1,155.00)", $-   , $-   , $-   ,AG289
10/22/2023,11/1/2023,AA437,74517974,Tuition,,Elementary,FD,Monthly,"$1,155.00 ",Teacher Discount,,,,($57.75),"$1,097.25 ", $-   ,"$1,097.25 ",AA437
10/27/2023,11/1/2023,AN931,10425522,Tuition,,Primary,FD,Monthly,"$1,050.00 ",Healthcare Worker,,,,($52.50),$997.50 , $-   ,$997.50 ,AN931
10/22/2023,11/1/2023,AJ732,66756082,Tuition,,Primary,FD,Monthly,"$1,050.00 ",Old Price Discount, Old Price Discount, Employee discount,,($575.00),$475.00 , $-   ,$475.00 ,AJ732
10/22/2023,11/1/2023,AF115,65364711,Tuition,,Toddler,FD,Monthly,"$1,155.00 ",Old Price Discount,,,,($55.00),"$1,100.00 ", $-   ,"$1,100.00 ",AF115
10/22/2023,11/1/2023,AA667,21593441,Tuition,,Middle/High,FD,Monthly,$575.00 ,,,,, $-   ,$575.00 , $-   ,$575.00 ,AA667
10/22/2023,11/1/2023,AB206,76520289,Tuition,,Primary,FD,Monthly,"$1,050.00 ",Employee discount,,,,"($1,050.00)", $-   , $-   , $-   ,AB206
10/22/2023,11/1/2023,AJ150,65770271,Tuition,,Elementary,5SD,Monthly,"$1,102.50 ",Sibling / family discount,,,,($55.12),"$1,047.38 ", $-   ,"$1,047.38 ",AJ150
10/22/2023,11/1/2023,AA675,65369550,Tuition,,Primary,FD,Monthly,"$1,050.00 ",Old Price Discount, Old Price Discount,,,($100.00),$950.00 , $-   ,$950.00 ,AA675
10/22/2023,11/1/2023,AB584,72452950,Tuition,,Elementary,5SD,Monthly,"$1,102.50 ",Old Price Discount, Sibling / family discount,,,($152.50),$950.00 , $-   ,$950.00 ,AB584
10/22/2023,11/1/2023,AJ701,86886432,Tuition,CCA,Primary,FD,Monthly,$400.00 ,,,,,($400.00), $-   , $-   , $-   ,AJ701
10/22/2023,11/1/2023,AB123,5179292,Tuition,,Elementary,FD,Monthly,"$1,155.00 ",,,,, $-   ,"$1,155.00 ", $-   ,"$1,155.00 ",AB123
10/22/2023,11/1/2023,AT168,65364731,Tuition,,Toddler,FD,Monthly,"$1,155.00 ",Old Price Discount, Old Price Discount,,,($105.00),"$1,050.00 ", $-   ,"$1,050.00 ",AT168
10/22/2023,11/1/2023,AJ582,65769768,Tuition,,Elementary,5SD,Monthly,"$1,102.50 ",Old Price Discount, Old Price Discount,,,($152.50),$950.00 , $-   ,$950.00 ,AJ582
10/22/2023,11/1/2023,AA246,65369255,Tuition,,Primary,5SD,Monthly,"$1,000.00 ",Sibling / family discount,,,,($50.00),$950.00 , $-   ,$950.00 ,AA246
10/22/2023,11/1/2023,AS333,69697819,Tuition,,Primary,FD,Monthly,"$1,050.00 ",Old Price Discount, Friends & Family,,,($100.00),$950.00 , $-   ,$950.00 ,AS333
10/22/2023,11/1/2023,AM420,65365937,Tuition,,Toddler,FD,Monthly,"$1,155.00 ",Old Price Discount, Sibling / family discount,,,($110.00),"$1,045.00 ", $-   ,"$1,045.00 ",AM420
10/22/2023,11/1/2023,AH405,65363162,Tuition,,Toddler,FD,Monthly,"$1,155.00 ",Old Price Discount, Old Price Discount, Sibling / family discount, CCA,"($1,155.00)", $-   , $-   , $-   ,AH405
10/22/2023,11/1/2023,AJ459,69701020,Tuition,,Primary,FD,Monthly,"$1,050.00 ",Old Price Discount,,,,($50.00),"$1,000.00 ", $-   ,"$1,000.00 ",AJ459
10/27/2023,11/1/2023,AC894,65276962,Tuition,CCA,Toddler,FD,Monthly,$424.00 ,,,,,($138.00),$286.00 ,($286.00), $-   ,AC894
10/22/2023,11/1/2023,BS238,72453316,Tuition,,Elementary,FD,Monthly,"$1,155.00 ",Old Price Discount, Old Price Discount, Sibling / family discount, Teacher Discount,($252.50),$902.50 , $-   ,$902.50 ,BS238
10/22/2023,11/1/2023,BT640,65769772,Tuition,,Elementary,5SD,Monthly,"$1,102.50 ",Old Price Discount, Friends & Family,,,($402.50),$700.00 , $-   ,$700.00 ,BT640
10/22/2023,11/1/2023,CJ431,66757912,Tuition,CCA,Infant,FD,Monthly,$448.00 ,,,,,($400.00),$48.00 , $-   ,$48.00 ,CJ431
10/22/2023,11/1/2023,CE590,65365913,Tuition,,Toddler,FD,Monthly,"$1,155.00 ",Healthcare Worker,,,,($57.75),"$1,097.25 ", $-   ,"$1,097.25 ",CE590
10/22/2023,11/1/2023,CT560,5173326,Tuition,,Primary,FD,Monthly,"$1,050.00 ",,,,,($764.00),$286.00 , $-   ,$286.00 ,CT560
10/27/2023,11/1/2023,CM826,62989795,Tuition,,Infant,FD,Monthly,$141.00 ,,,,, $-   ,$141.00 , $-   ,$141.00 ,CM826
10/22/2023,11/1/2023,DA466,65369217,Tuition,,Primary,5HD,Monthly,$950.00 ,Old Price Discount, Corporate Discount,,,($95.00),$855.00 , $-   ,$855.00 ,DA466
10/22/2023,11/1/2023,DS619,65358667,Tuition,,Infant,FD,Monthly,"$1,400.00 ",,,,, $-   ,"$1,400.00 ",($245.00),"$1,155.00 ",DS619
